RecordID,Timestamp ,Temperature,Humidity,Light,CO2, humidityratio,Occupancy,hour ,DayOfWeek,DayType,Room
6328,2025-01-17 17:27:00,19.29,26.79,0.0,471.0,0.003702057,0,17,Friday,Weekday,room c
2997,2025-01-15 09:56:00,20.445,,0.0,488.0,0.002859706,0,9,Wednesday,Weekday,A
4452,2025-01-16 10:11:00,20.0,NA,0.0,441.0,0.003617197,0,10,Thursday,Weekday,C
6065,2025-01-17 13:04:00,19.5,27.79,0.0,444.0,0.003891944,0,13,Friday,Weekday,A
2911,2025-01-15 08:30:00,21.39,,0.0,722.5,0.003222838,0,8,Wednesday,Weekday,B
2767,2025-01-15 06:06:00,22.0,21.2425,474.5,865.25,0.003467829,1,6,Wednesday,Weekday,B
7395,2025-01-18 11:14:00,20.5,250.0,0.0,752.0,0.005075509,0,11,Saturday,Weekend,B
2960,2025-01-15 09:19:00,20.79,NA,0.0,547.0,0.002968643,0,9,Wednesday,Weekday,B
5933,2025-01-17 10:52:00,19.39,27.39,0.0,444.0,0.003809261,0,10,Friday,Weekday,B
2199,2025-01-14 20:38:00,20.29,18.7,0.0,430.0,0.002745321,0,20,Tuesday,Weekday,A
3946,2025-01-16 01:45:00,22.6,17.5,336.3333333,455.0,0.00296071,0,1,Thursday,Weekday,A
3200,2025-01-15 13:19:00,20.0,18.79,0.0,434.0,0.002709321,0,13,Wednesday,Weekday,A
6818,2025-01-18 01:37:00,21.29,33.1725,485.25,1417.75,0.005199615,1,1,Saturday,Weekend,C
941,2025-01-13 23:40:00,22.1,0.2583,478.0,1006.666667,0.004247817,1,23,Monday,Weekday,B
2829,2025-01-15 07:08:00,21.79,21.775,444.0,964.25,0.003509714,1,7,Wednesday,Weekday,B
7288,2025-01-18 09:27:00,20.89,36.0,0.0,1204.0,0.005508567,0,9,Saturday,Weekend,A
3976,2025-01-16 02:15:00,22.89,17.6,334.5,451.25,"0,0030",0,2,Thursday,Weekday,A
7463,2025-01-18 12:22:00,20.5,33.29,0.0,1101.333333,0.004968673,0,12,Saturday,Weekend,B
4049,2025-01-16 03:28:00,23.075,16.865,248.25,452.5,0.002936499,0,3,Thursday,Weekday,B
6501,2025-01-17 20:20:00,19.5,"26,5000",0.0,463.0,?,0,20,Friday,Weekday,B
890,2025-01-13 22:49:00,21.35666667,24.29,436.3333333,733.0,0.003814482,1,22,Monday,Weekday,Room A
2574,2025-01-15 02:53:00,21.7,0.201,495.6666667,779.3333333,0.003220475,1,2,Wednesday,Weekday,B
6078,2025-01-17 13:17:00,19.5,27.7,0.0,449.0,0.003879261,0,13,Friday,Weekday,C
4001,2025-01-16 02:40:00,23.03333333,0.17356666669999998,308.5,454.0,0.003014876,0,2,Thursday,Weekday,B
515,2025-01-13 16:34:00,21.0,24.89,0.0,448.0,0.003824119,0,16,Monday,Weekday,A
3312,2025-01-15 15:11:00,19.89,18.7,0.0,436.0,0.002677892,0,15,Wednesday,Weekday,A
1701,2025-01-14 12:20:00,20.6,20.7,0.0,460.0,0.00309941,0,12,Tuesday,Weekday,A
779,2025-01-13 20:58:00,20.7,22.89,0.0,454.5,0.003450445,0,20,Monday,Weekday,A
5703,2025-01-17 07:02:00,19.4725,27.0,24.0,423.25,0.003774134,0,7,Friday,Weekday,A
7359,2025-01-18 10:38:00,20.5,34.59,0.0,874.5,0.005164315,0,10,Saturday,Weekend,B
1962,2025-01-14 16:41:00,20.5,19.39,0.0,432.5,0.002884419,0,16,Tuesday,Weekday,B
835,2025-01-13 21:54:00,20.7675,22.65,411.0,478.0,0.003428371,1,21,Monday,Weekday,B
5869,2025-01-17 09:48:00,19.29,27.7,0.0,432.0,0.003828582,0,9,Friday,Weekday,C
4180,2025-01-16 05:39:00,21.66666667,18.42666667,44.0,440.6666667,0.00294506,0,5,Thursday,Weekday,C
5690,2025-01-17 06:49:00,19.525,26.89,18.5,424.5,0.00377103,0,6,Friday,Weekday,B
7975,2025-01-18 20:54:00,20.2,33.09,0.0,453.5,0.004847194,0,20,Saturday,Weekend,C
4050,2025-01-16 03:29:00,23.075,0.16865,261.0,448.0,0.002936499,0,3,Thursday,Weekday,B
5924,2025/01/17 10:43:00,19.39,27.39,0.0,444.5,0.003809261,0,10,Friday,Weekday,A
4238,2025-01-16 06:37:00,20.89,19.84,6.0,439.25,0.003023812,0,6,Thursday,Weekday,A
3757,2025-01-15 22:36:00,19.675,19.5,,456.25,0.002755792,0,22,Wednesday,Weekday,B
914,2025-01-13 23:13:00,21.525,24.5425,478.5,791.25,0.003894583,1,23,Monday,Weekday,B
5851,2025-01-17 09:30:00,19.315,27.6,0.0,434.5,"0,0038",0,9,Friday,Weekday,B
6370,2025-01-17 18:09:00,19.34,26.7,0.0,465.0,0.00370112,0,18,Friday,weekday,C
193,2025-01-13 11:12:00,21.5,26.2,0.0,502.0,0.004152962,0,11,Monday,Weekday,C
2376,2025-01-14 23:35:00,21.1,NA,436.5,769.75,0.003266618,1,23,Tuesday,Weekday,C
53,2025-01-13 08:52:00,22.39,27.5,0.0,636.5,0.004605641,0,8,Monday,Weekday,A
6042,2025-01-17 12:41:00,?,27.7,0.0,448.0,0.003879261,0,12,Friday,Weekday,B
7206,2025-01-18 08:05:00,22.1,37.975,433.0,1839.25,0.006265215,1,8,Saturday,Weekend,B
951,2025-01-13 23:50:00,22.1,NA,459.0,1011.666667,0.004280934,1,23,Monday,Weekday,A
1721,2025-01-14 12:40:00,20.55,-10.0,0.0,450.5,0.003134826,0,12,Tuesday,Weekday,A
1469,2025-01-14 08:28:00,-999.0,23.66666667,0.0,771.0,0.003795423,0,8,Tuesday,Weekday,C
2723,2025-01-15 05:22:00,22.2,21.66666667,509.0,923.6666667,0.003581104,1,5,Wednesday,Weekday,B
5802,2025-01-17 08:41:00,19.34,"27,3900",-5.0,430.0,0.003797351,0,8,Friday,Weekday,B
8141,2025-01-18 23:40:00,21.1,36.095,433.0,798.5,0.005595639,1,23,Saturday,wknd,A
2852,2025-01-15 07:31:00,21.7,NA,441.0,887.0,0.003434211,1,7,Wednesday,Weekday,A
1521,2025-01-14 09:20:00,21.29,20.89,0.0,578.0,0.003264294,0,9,Tuesday,Weekday,A
670,2025-01-13 19:09:00,20.89,0.2379,0.0,444.5,0.003629343,0,19,Monday,Weekday,B
6150,2025-01-17 14:29:00,19.5,27.0,0.0,462.0,0.003780633,0,14,Friday,Weekday,C
5658,2025-01-17 06:17:00,19.79,26.6,39.5,421.75,0.003792396,0,6,Friday,Weekday,C
6450,2025-01-17 19:29:00,19.445,26.745,0.0,460.5,0.003731848,0,19,Friday,WEEKEND,B
6182,2025-01-17 15:01:00,19.39,26.82333333,0.0,459.6666667,0.00372998,0,15,Friday,Weekday,B
741,2025-01-13 20:20:00,20.89,23.2,0.0,451.0,-999.0,0,20,Monday,Weekday,C
4101,2025-01-16 04:20:00,22.6,17.2225,158.5,441.5,0.002913541,0,4,Thursday,Weekday,C
5297,2025-01-17 00:16:00,19.32333333,30.6,17.33333333,431.6666667,0.00424099,0,0,Friday,Weekday,B 
6366,2025-01-17 18:05:00,19.34,26.65,0.0,469.5,0.003694148,0,18,Friday,Weekday,C
1411,2025-01-14 07:30:00,22.29,25.2,433.0,966.3333333,0.004192075,1,7,Tuesday,Weekday,C
1017,2025-01-14 00:56:00,22.075,26.2675,454.0,1023.25,0.004313641,1,0,Tuesday,Weekday,B
6002,2025-01-17 12:01:00,19.5,27.6,0.0,444.5,0.00386517,0,12,Friday,Weekday,A
7303,2025-01-18 09:42:00,20.7,35.7,0.0,1134.0,0.005398186,0,9,Saturday,WeekDay,A
3074,2025-01-15 11:13:00,20.2,,0.0,450.0,0.002788679,0,11,Wednesday,Weekday,A
6076,2025/01/17 13:15:00,19.5,27.745,0.0,450.5,0.003885603,0,13,Friday,Weekday,C
4162,2025-01-16 05:21:00,21.89,18.1,68.0,"4380,0000",0.002932538,0,5,Thursday,Weekday,C
5539,2025-01-17 04:18:00,20.675,26.4175,151.0,426.6,0.003979414,0,4,Friday,Weekday,B
6822,2025-01-18 01:41:00,21.29,33.145,464.0,1421.75,0.005195269,1,1,Saturday,Weekend,A
2284,2025-01-14 22:03:00,20.2225,19.05,407.5,463.5,0.002785236,1,22,Tuesday,wknd,A
3569,2025-01-15 19:28:00,19.745,19.29,0.0,443.0,0.002737909,0,19,Wednesday,Weekday,A
1563,2025-01-14 10:02:00,21.15,19.445,0.0,500.0,0.003011286,0,10,Tuesday,Weekday,A
4126,2025-01-16 04:45:00,22.29,17.6,116.0,440.5,0.002921859,0,4,Thursday,Weekday,A
3207,2025-01-15 13:26:00,19.89,18.89,0.0,436.0,0.002705218,0,13,Wednesday,Weekday,B
554,2025-01-13 17:13:00,21.0,24.89,0.0,439.0,"0,0038",0,17,Monday,Weekday,C
7856,2025-01-18 18:55:00,20.16666667,33.0,0.0,446.6666667,0.004823874,0,18,Saturday,Weekend,C
5205,2025-01-16 22:44:00,19.2225,31.125,9.6,432.0,0.004287056,0,22,Thursday,Weekday,B
2750,2025-01-15 05:49:00,22.1,21.32,490.25,876.0,0.003501959,0,5,Wednesday,Weekday,A
4018,2025-01-16 02:57:00,"23,1000",17.16666667,302.0,446.0,0.002993823,0,2,Thursday,Weekday,A
3594,2025-01-15 19:53:00,19.79,19.2,0.0,443.0,0.002732733,0,19,Wednesday,Weekday,A
631,2025-01-13 18:30:00,20.89,24.29,0.0,444.0,0.003706077,0,18,Monday,Weekday,A
3812,2025-01-15 23:31:00,20.13333333,19.2,143.3333333,456.3333333,0.002791755,0,23,Wednesday,Weekday,C
2201,2025-01-14 20:40:00,20.29,-10.0,0.0,432.5,0.002730576,0,20,Tuesday,Weekday,C
7684,2025-01-18 16:03:00,20.29,32.9,0.0,462.0,0.004846247,0,16,Saturday,Weekend,A
6898,2025-01-18 02:57:00,21.5,33.845,514.0,,0.005375243,1,2,Saturday,Weekend,B
6724,2025-01-18 00:03:00,20.6,31.245,438.0,1007.0,0.004690218,1,0,Saturday,Weekend,A
1327,2025-01-14 06:06:00,22.5,0.27,469.0,1063.5,0.00455185,1,6,Tuesday,Weekday,B
1064,2025-01-14 01:43:00,22.2,27.0,454.0,1108.666667,0.00446894,1,1,Tuesday,Weekday,C
6975,2025-01-18 04:14:00,21.39,33.3725,469.25,,0.00526367,1,4,Saturday,Weekend,c 
2425,2025-01-15 00:24:00,21.39,21.2475,449.5,839.5,0.003340985,1,0,Wednesday,Weekday,C
990,2025-01-14 00:29:00,22.1,NA,469.0,1047.0,0.004383619,1,0,Tuesday,Weekday,A
6671,2025-01-17 23:10:00,19.7675,28.175,,546.0,0.004012754,1,23,Friday,Weekday,C
1218,2025-01-14 04:17:00,22.2675,25.865,464.0,784.5,0.004297534,0,4,Tuesday,Weekday,C
6596,2025-01-17 21:55:00,19.46333333,"26,3567",,465.3333333,0.003681562,0,21,Friday,Weekday,B
6979,2025-01-18 04:18:00,21.39,33.7,482.75,,0.005315766,1,4,Saturday,Weekend,B
5367,2025-01-17 01:26:00,19.2,30.7,10.5,427.0,0.004222155,0,1,Friday,Weekday,B
7260,2025-01-18 08:59:00,21.29,0.364,?,1381.0,0.005710153,0,8,Saturday,Weekend,C
1394,2025-01-14 07:13:00,22.29,25.85666667,433.0,1038.666667,0.004302068,1,7,Tuesday,Weekday,A
3338,2025-01-15 15:37:00,19.96333333,18.7,0.0,440.0,0.002690143,0,15,Wednesday,Weekday,B
983,2025-01-14 00:22:00,22.15,26.6,449.5,1043.0,0.004388782,1,0,Tuesday,weekday,B
8121,2025-01-18 23:20:00,20.79,34.9725,433.0,?,0.005316886,1,23,Saturday,Weekend,A
443,2025-01-13 15:22:00,21.15,25.34,0.0,449.0,0.003929964,0,15,Monday,Weekday,B
1509,2025-01-14 09:08:00,21.2,21.445,0.0,613.5,0.003332933,0,9,Tuesday,Weekday,C
76,2025-01-13 09:15:00,22.2,0.2729,0.0,598.0,0.004517288,0,9,Monday,Weekday,B
4381,2025-01-16 09:00:00,20.1,23.29,0.0,434.5,0.003382675,0,9,Thursday,Weekday,B
3175,2025-01-15 12:54:00,20.0,18.89,,442.5,0.002723803,0,12,Wednesday,Weekday,A
6236,2025-01-17 15:55:00,19.39,27.2,0.0,466.0,0.003782676,0,15,Friday,Weekday,B
4609,2025-01-16 12:48:00,19.7,28.39,0.0,440.5,0.004026558,0,12,Thursday,Weekday,C
3147,2025-01-15 12:26:00,20.0,18.89,0.0,-50.0,0.002723803,0,12,Wednesday,Weekday,C
4233,2025-01-16 06:32:00,21.0,19.79,24.0,444.0,0.003036726,0,6,Thursday,Weekday,B
4415,2025-01-16 09:34:00,20.1,24.0,0.0,444.0,0.003486374,0,9,Thursday,Weekday,A
1946,2025-01-14 16:25:00,20.5,19.6,0.0,435.0,0.002915804,0,16,Tuesday,Weekday,C
283,2025-01-13 12:42:00,21.34,25.7,0.0,476.0,0.004033195,0,12,Monday,Weekday,C
4526,2025-01-16 11:25:00,19.89,26.6,0.0,441.5,0.003816134,0,11,Thursday,Weekday,B
1205,2025-01-14 04:04:00,22.29,26.0,464.0,813.6666667,0.004326082,0,4,Tuesday,Weekday,A
6001,2025-01-17 12:00:00,19.5,"27,6000",0.0,444.0,0.00386517,0,12,Friday,Weekday,B
1970,2025-01-14 16:49:00,20.5,19.29,0.0,431.5,0.002869474,0,16,Tuesday,Weekday,A
7969,2025-01-18 20:48:00,20.15,-999.0,0.0,451.0,0.004832109,0,20,Saturday,Weekend,B
4004,2025-01-16 02:43:00,23.06666667,17.35666667,305.0,450.25,0.003020992,0,2,Thursday,Weekday, a
1711,2025-01-14 12:30:00,20.55,20.89,0.0,446.0,0.003118323,0,12,Tuesday,Weekday,C
1101,2025-01-14 02:20:00,22.2,0.27,524.0,1085.5,0.00446894,1,2,Tuesday,Weekday,B
2426,2025-01-15 00:25:00,"21,3650",21.3175,454.75,844.5,0.003346891,1,0,Wednesday,Weekday,B
4766,2025-01-16 15:25:00,19.5,"30,2900",0.0,441.5,0.004244454,0,15,Thursday,Weekday,room c
1460,2025-01-14 08:19:00,21.89,23.84,0.0,817.0,0.003868308,0,8,Tuesday,Weekday,C
954,2025-01-13 23:53:00,22.1,26.1,466.5,1035.0,0.004292526,1,23,Monday,Weekday,A
4315,2025-01-16 07:54:00,20.4725,21.625,0.0,442.5,0.003213128,0,7,Thursday,Weekday,A
2757,2025-01-15 05:56:00,22.1,21.26,479.0,863.3333333,0.003492048,1,5,Wednesday,Weekday,c 
5349,2025-01-17 01:08:00,19.245,30.55,19.75,432.75,0.004213265,0,1,Friday,Weekday,A
4107,2025-01-16 04:26:00,22.5,17.39,142.0,445.0,0.002924112,0,4,Thursday,Weekday,A
487,2025-01-13 16:06:00,21.1,25.1,0.0,437.5,0.003880502,0,16,Monday,Weekday,A
4844,2025-01-16 16:43:00,19.39,30.82333333,0.0,441.3333333,0.004290045,0,16,Thursday,Weekday,A
5958,2025-01-17 11:17:00,19.46333333,27.46333333,0.0,451.0,0.003837098,0,11,Friday,Weekday,C
3806,2025-01-15 23:25:00,20.0,19.29,126.3333333,450.6666667,0.002781738,0,23,Wednesday,Weekday,B
4943,2025-01-16 18:22:00,19.32333333,31.29,0.0,431.0,0.004337287,0,18,Thursday,Weekday,A
7795,2025-01-18 17:54:00,20.2,32.9,0.0,450.5,0.004819147,0,17,Saturday,Weekend,A
1654,2025-01-14 11:33:00,20.89,20.0,0.0,469.6666667,0.003048317,0,11,Tuesday,Weekday,A
548,2025-01-13 17:07:00,21.0,24.89,0.0,444.0,0.003824119,0,17,Monday,Weekday,A
4383,2025-01-16 09:02:00,20.15,23.29,0.0,439.0,0.003393215,0,9,Thursday,Weekday,B
464,2025-01-13 15:43:00,21.2,25.1,0.0,441.0,0.00390455,0,15,Monday,Weekday,A
903,2025-01-13 23:02:00,21.39,24.29,451.5,781.0,0.003822332,1,23,Monday,Weekday,A
4527,2025-01-16 11:26:00,19.89,26.6,0.0,440.5,0.003816134,0,11,Thursday,Weekday,B
1363,2025-01-14 06:42:00,22.39,26.34,444.0,1061.5,0.004409989,1,6,Tuesday,Weekday,A
7746,2025-01-18 17:05:00,20.29,32.9,0.0,457.0,0.004846247,0,17,Saturday,Weekend,C
881,2025/01/13 22:40:00,21.29,24.2,433.0,692.75,0.003784666,1,22,Monday,Weekday,A
6417,2025-01-17 18:56:00,19.34,26.89,0.0,462.5,0.003727616,0,18,Friday,Weekday,B
3210,2025-01-15 13:29:00,19.89,18.89,0.0,436.0,0.002705218,0,13,Wednesday,Weekday,B
7166,2025-01-18 07:25:00,22.1,39.03,433.0,2016.0,-999.0,1,7,Saturday,Weekend,A
394,2025-01-13 14:33:00,21.29,25.2,0.0,454.0,0.003942048,0,14,Monday,Weekday,C
7143,2025-01-18 07:02:00,22.1,38.79,433.0,1997.5,0.006401059,1,7,Saturday,Weekend,A
1959,2025-01-14 16:38:00,20.55,19.445,0.0,438.5,0.002901617,0,16,Tuesday,Weekday,B
388,2025-01-13 14:27:00,21.29,25.2,0.0,463.0,0.003942048,0,14,Monday,Weekday,B
2304,2025-01-14 22:23:00,20.79,19.5,419.0,551.25,0.002953425,1,22,Tuesday,Weekday,B
4724,2025-01-16 14:43:00,19.6,29.79,0.0,440.0,0.004200122,0,14,Thursday,Weekday,A
6614,2025-01-17 22:13:00,19.5,26.5,,472.0,0.003710204,0,22,Friday,Weekday,B
7362,2025-01-18 10:41:00,20.5,34.59,0.0,868.5,0.005164315,0,10,Saturday,Weekend,B
3164,2025-01-15 12:43:00,20.1,18.89,0.0,437.0,0.002740796,0,12,Wednesday,Weekday,B
7,2025-01-13 08:06:00,23.1,27.2,419.0,701.6666667,?,1,8,Monday,Weekday,B
4639,2025-01-16 13:18:00,19.6,NA,0.0,435.0,0.004065305,0,13,Thursday,Weekday,A
7841,2025-01-18 18:40:00,20.2,33.0,0.0,445.5,0.004833908,0,18,Saturday,Weekend,B
7542,2025-01-18 13:41:00,20.39,32.9,0.0,524.0,0.004876516,0,13,Saturday,Weekend,C
7955,2025-01-18 20:34:00,20.1,33.09,0.0,450.0,0.004817065,0,20,Saturday,Weekend,A
4429,2025-01-16 09:48:00,20.06666667,24.46333333,0.0,439.3333333,0.003546697,0,9,Thursday,Weekday,C
4882,2025-01-16 17:21:00,19.39,0.311,0.0,436.0,0.00432882,0,17,Thursday,Weekday,B
1178,2025-01-14 03:37:00,22.32333333,26.1,91.66666667,912.3333333,0.004351717,0,3,Tuesday,Weekday,A
4075,2025-01-16 03:54:00,22.79,-999.0,157.0,440.25,0.002909226,0,3,Thursday,Weekday,A
7577,2025-01-18 14:16:00,20.39,32.9,0.0,500.5,0.004876516,0,14,Saturday,Weekend,B
3841,2025-01-16 00:00:00,NA,18.84,212.0,460.0,0.002870698,0,0,Thursday,Weekday,B
2098,2025-01-14 18:57:00,20.39,18.6,0.0,432.0,0.002747573,0,18,Tuesday,Weekday,A
7375,2025-01-18 10:54:00,20.5,34.26,0.0,807.0,0.005114641,0,10,Saturday,Weekend,B
7355,2025-01-18 10:34:00,20.5,34.79,0.0,886.0,0.005194424,0,10,Saturday,Weekend,C
4828,2025-01-16 16:27:00,19.39,30.79,0.0,439.0,0.004285374,0,16,Thursday,Weekday,A
7304,2025-01-18 09:43:00,20.7,35.59,0.0,1120.0,0.005381409,0,9,Saturday,Weekend,A
3721,2025-01-15 22:00:00,19.7,0.195,0.0,456.0,0.002760093,0,22,Wednesday,week end,C
1010,2025-01-14 00:49:00,22.08,0.26216,461.5,1006.5,0.004306446,1,0,Tuesday,Weekday,c 
1746,2025-01-14 13:05:00,20.5,21.2,0.0,452.3333333,0.003155037,0,13,Tuesday,Weekday,A
4335,2025-01-16 08:14:00,20.39,0.2205,0.0,441.0,0.003259875,0,8,Thursday,Weekday,B
4376,2025-01-16 08:55:00,20.2,23.1,0.0,436.0,0.003375865,0,8,Thursday,Weekday,A
4110,2025-01-16 04:29:00,22.4725,17.365,123.0,443.0,0.00291499,0,4,Thursday,Weekday,B
6711,2025-01-17 23:50:00,20.4725,30.9175,433.0,921.5,0.004604064,1,23,Friday,Weekday,A
985,2025-01-14 00:24:00,22.1,26.66666667,454.0,1048.0,0.00438638,1,0,Tuesday,Weekday,A
2711,2025-01-15 05:10:00,22.2,21.29,528.6666667,895.3333333,0.003518496,1,5,Wednesday,Weekday,C
2896,??,21.7,20.89,426.0,780.5,0.003347732,1,8,Wednesday,Weekday,C
2837,2025-01-15 07:16:00,21.79,21.79,447.4,942.0,0.003512146,1,7,Wednesday,Weekday,C
6603,2025-01-17 22:02:00,19.39,26.39,,469.0,0.003669366,0,22,Friday,Weekday,C
2321,2025-01-14 22:40:00,20.82333333,19.66666667,433.0,591.0,-999.0,1,22,Tuesday,Weekday,A
1303,2025-01-14 05:42:00,22.5,27.6,436.5,1076.25,0.004653759,1,5,Tuesday,Weekday,B
264,2025-01-13 12:23:00,21.39,25.7,0.0,483.0,0.004045656,0,12,Monday,Weekday,room_b
4027,2025-01-16 03:06:00,23.1,17.0,279.75,446.0,0.002964618,0,3,Thursday,Weekday,B
2320,2025-01-14 22:39:00,20.865,19.7425,429.5,589.75,0.003004233,1,22,Tuesday,Weekday,C
1853,2025-01-14 14:52:00,20.2,20.89,0.0,439.0,0.003051308,0,14,Tuesday,Weekday,B
7527,2025-01-18 13:26:00,20.39,33.0,0.0,538.0,0.004891455,0,13,Saturday,Weekend,B
122,2025-01-13 10:01:00,21.89,27.1,0.0,548.5,0.004401023,0,10,Monday,Weekday,C
2181,2025-01-14 20:20:00,-999.0,18.79,0.0,433.0,0.002758593,0,20,Tuesday,Weekday,C
1995,2025-01-14 17:14:00,20.5,19.1,0.0,434.0,0.002841082,0,17,Tuesday,Weekday,C
877,2025-01-13 22:36:00,21.29,0.24050000000000002,429.5,675.0,0.003761065,1,22,Monday,Weekday,C
6791,2025-01-18 01:10:00,21.1,33.045,454.0,1361.75,0.005118921,1,1,Saturday,Weekend,A
4302,2025-01-16 07:41:00,20.5,"21,2900",0.0,436.5,0.003168499,0,7,Thursday,Weekday,C
614,2025-01-13 18:13:00,20.945,24.39,0.0,440.0,0.003734112,0,18,Monday,Weekday,C
6877,2025-01-18 02:36:00,21.5,34.39666667,463.0,,0.005463628,1,2,Saturday,Weekend,A
4656,2025-01-16 13:35:00,19.7,28.945,0.0,NA,0.004105793,0,13,Thursday,wknd,C
4397,2025-01-16 09:16:00,20.15,0.2365,0.0,440.0,0.003445955,0,9,Thursday,Weekday,A
94,2025-01-13 09:33:00,22.2,27.2,0.0,580.0,0.004502283,0,9,Monday,Weekday,B
3281,2025-01-15 14:40:00,20.0,18.7,0.0,439.0,0.002696288,0,14,Wednesday,Weekday,A
5510,2025-01-17 03:49:00,20.7,27.39,147.5,420.5,0.004133283,0,3,Friday,Weekday,C
2432,2025-01-15 00:31:00,21.34,21.445,449.5,848.5,0.003361833,1,0,Wednesday,Weekday,C
207,2025-01-13 11:26:00,21.5,26.0,0.0,503.5,0.00412105,0,11,Monday,Weekday,A
854,2025-01-13 22:13:00,21.0,23.7,405.0,576.0,-999.0,1,22,Monday,Weekday,C
6807,2025-01-18 01:26:00,80.0,33.09,479.0,1387.25,0.005149805,1,1,Saturday,Weekend,B
7332,2025-01-18 10:11:00,20.6,0.35090000000000005,0.0,1000.0,0.005272288,0,10,Saturday,Weekend,C
1151,2025-01-14 03:10:00,22.89,26.175,579.25,997.5,0.004518185,0,3,Tuesday,Weekday,A
3201,2025-01-15 13:20:00,20.0,18.79,0.0,,0.002709321,0,13,Wednesday,Weekday,C
712,2025-01-13 19:51:00,"20,8900",23.5,0.0,442.5,0.003584847,0,19,Monday,Weekday,A
6280,2025-01-17 16:39:00,19.39,26.7,0.0,472.0,0.003712727,0,16,Friday,Weekday,A
7191,2025-01-18 07:50:00,22.125,38.45,433.0,1926.0,0.006354154,1,7,Saturday,Weekend,A
4270,2025-01-16 07:09:00,20.7,20.65,0.0,439.0,0.003111098,0,7,Thursday,Weekday,A
5493,2025-01-17 03:32:00,20.7,27.945,237.0,420.0,0.004217604,0,3,Friday,WEEKEND,B
3797,2025-01-15 23:16:00,19.7675,19.5,93.5,461.0,0.002771733,0,23,Wednesday,Weekday,A
5338,2025-01-17 00:57:00,19.245,0.30524999999999997,19.75,428.25,0.004209794,0,0,Friday,Weekday,A
7833,2025-01-18 18:32:00,20.1,33.0,0.0,447.25,0.004803862,0,18,Saturday,Weekend,A
6532,2025-01-17 20:51:00,19.29,0.26289999999999997,0.0,458.0,0.003632559,0,20,Friday,Weekday,A
302,2025-01-13 13:01:00,21.2,25.6,0.0,469.0,0.003982828,0,13,Monday,Weekday,B
714,2025-01-13 19:53:00,20.89,23.5,0.0,443.0,0.003584847,0,19,Monday,Weekday,B
5914,2025-01-17 10:33:00,?,27.5,0.0,441.0,0.003824654,0,10,Friday,Weekday,A
1539,2025-01-14 09:38:00,21.15,20.0,0.0,538.5,0.003097662,0,9,Tuesday,Weekday,C
4751,2025-01-16 15:10:00,19.5,30.06666667,0.0,437.0,0.004212947,0,15,Thursday,Weekday,C
7451,2025-01-18 12:10:00,20.5,33.4,0.0,629.0,0.004985223,0,12,Saturday,Weekend,C
5475,2025/01/17 03:14:00,20.5,28.82333333,265.0,423.6666667,NA,0,3,Friday,Weekday,A
2382,2025-01-14 23:41:00,21.1,21.2,448.0,786.75,0.003274381,1,23,Tuesday,Weekday,B
1969,2025-01-14 16:48:00,?,19.34,0.0,431.0,0.002876947,0,16,Tuesday,Weekday,C
2156,2025-01-14 19:55:00,20.29,18.79,?,436.5,0.002758593,0,19,Tuesday,Weekday,A
3100,2025-01-15 11:39:00,20.2,19.0,0.0,446.0,0.002774013,0,11,Wednesday,Weekday,A
6971,2025-01-18 04:10:00,21.29,0.33049999999999996,451.5,,0.005180254,1,4,Saturday,Weekend,A
1288,2025-01-14 05:27:00,22.6,28.34,474.0,-50.0,0.004808837,1,5,Tuesday,Weekday,A
92,2025-01-13 09:31:00,NA,27.2,0.0,580.0,0.004474738,0,9,Monday,Weekday,B
3729,2025-01-15 22:08:00,19.7,19.5,0.0,454.0,0.002760093,0,22,Wednesday,Weekday,C
371,2025-01-13 14:10:00,21.245,25.245,0.0,458.5,0.003938177,0,14,Monday,weekday,A
2769,2025-01-15 06:08:00,22.0,0.2115666667,478.0,858.6666667,0.003453739,1,6,Wednesday,Weekday,C
3577,2025-01-15 19:36:00,19.745,19.29,0.0,443.0,0.002737909,0,19,Wednesday,Weekday,C
5265,2025-01-16 23:44:00,19.34,30.79,149.0,433.5,0.004271965,0,23,Thursday,Weekday,A
3307,2025-01-15 15:06:00,20.03333333,18.63333333,0.0,438.0,0.00269221,0,15,Wednesday,Weekday,B
5425,2025-01-17 02:24:00,19.39,30.5,150.25,427.0,0.004244736,0,2,Friday,Weekday,A
2633,2025-01-15 03:52:00,21.55,19.34,560.75,663.75,0.003069662,0,3,Wednesday,Weekday,A
4129,2025-01-16 04:48:00,22.29,17.6,118.0,440.6666667,0.002921859,0,4,Thursday,Weekday,B
1024,2025-01-14 01:03:00,22.025,26.34,469.0,1031.0,0.004312371,1,1,Tuesday,Weekday,C
2066,2025-01-14 18:25:00,20.39,18.7,0.0,429.5,0.002762411,0,18,Tuesday,Weekday,B
4159,2025-01-16 05:18:00,21.9725,18.025,69.75,441.0,0.00293514,0,5,Thursday,Weekday,C
6369,2025-01-17 18:08:00,19.29,26.7,0.0,468.0,0.003689546,0,18,Friday,Weekday,C
3844,2025-01-16 00:03:00,20.96333333,18.79,204.3333333,460.3333333,0.002876047,0,0,Thursday,Weekday,B
805,2025-01-13 21:24:00,20.7,22.63333333,0.0,454.6666667,0.003411542,0,21,Monday,Weekday,B
754,2025-01-13 20:33:00,20.89,23.1,0.0,449.5,0.003523482,0,20,Monday,Weekday,A
